Name of Earth Meteorite,ID of Earth Meteorite,Name Type,Recclass,Mass (g),Year,Latitude,Longitude,Coordinates
Pavlovka,18177,Valid,Howardite,,1882-01-01T00:00:00.000,52.033330,43.000000,"[43, 52.03333]"
Pê,18179,Valid,L6,,1989-01-01T00:00:00.000,11.333670,-3.542170,"[-3.54217, 11.33367]"
Peace River,18180,Valid,L6,,1963-01-01T00:00:00.000,56.133330,-117.933330,"[-117.93333, 56.13333]"
Peckelsheim,18181,Valid,Diogenite-pm,,1953-01-01T00:00:00.000,51.666670,9.250000,"[9.25, 51.66667]"
Peekskill,18782,Valid,H6,,1992-01-01T00:00:00.000,41.283330,-73.916670,"[-73.91667, 41.28333]"
Peña Blanca Spring,18786,Valid,Aubrite,,1946-01-01T00:00:00.000,30.125000,-103.116670,"[-103.11667, 30.125]"
Peramiho,18792,Valid,Eucrite-mmict,,1899-01-01T00:00:00.000,-10.666670,35.500000,"[35.5, -10.66667]"
Perpeti,18793,Valid,L6,,1935-01-01T00:00:00.000,23.325000,91.000000,"[91, 23.325]"
Perth,18797,Valid,LL5,,1830-01-01T00:00:00.000,56.400000,-3.433330,"[-3.43333, 56.4]"
Pervomaisky,18798,Valid,L6,,1933-01-01T00:00:00.000,56.633330,39.433330,"[39.43333, 56.63333]"
Pesyanoe,18799,Valid,Aubrite,,1933-01-01T00:00:00.000,55.500000,66.083330,"[66.08333, 55.5]"
Pétèlkolé,18800,Valid,H5,,1995-01-01T00:00:00.000,14.052000,0.420000,"[0.42, 14.052]"
Petersburg,18801,Valid,Eucrite-pmict,,1855-01-01T00:00:00.000,35.300000,-86.633330,"[-86.63333, 35.3]"
Pettiswood,18804,Valid,Stone-uncl,,1779-01-01T00:00:00.000,53.533330,-7.333330,"[-7.33333, 53.53333]"
Phillips County (stone),18808,Valid,L6,,1901-01-01T00:00:00.000,40.000000,-99.250000,"[-99.25, 40]"
Phu Hong,18809,Valid,H4,,1887-01-01T00:00:00.000,11.250000,108.583330,"[108.58333, 11.25]"
Phum Sambo,18811,Valid,H4,,1933-01-01T00:00:00.000,12.000000,105.483330,"[105.48333, 12]"
Phuoc-Binh,18812,Valid,L5,,1941-01-01T00:00:00.000,15.716670,108.100000,"[108.1, 15.71667]"
Piancaldoli,18813,Valid,LL3.4,,1968-01-01T00:00:00.000,44.244170,11.502220,"[11.50222, 44.24417]"
Picote,18816,Valid,Stone-uncl,,1843-01-01T00:00:00.000,41.366670,-6.233330,"[-6.23333, 41.36667]"
Pillistfer,18822,Valid,EL6,,1863-01-01T00:00:00.000,58.666670,25.733330,"[25.73333, 58.66667]"
Piplia Kalan,18831,Valid,Eucrite-mmict,,1996-01-01T00:00:00.000,26.034720,73.941670,"[73.94167, 26.03472]"
Piquetberg,18832,Valid,H,,1881-01-01T00:00:00.000,-32.866670,18.716670,"[18.71667, -32.86667]"
Pirgunje,18834,Valid,L6,,1882-01-01T00:00:00.000,25.800000,88.450000,"[88.45, 25.8]"
Pirthalla,18835,Valid,H6,,1884-01-01T00:00:00.000,29.583330,76.000000,"[76, 29.58333]"
Pitts,18837,Valid,"Iron, IAB-ung",,1921-01-01T00:00:00.000,31.950000,-83.516670,"[-83.51667, 31.95]"
Plantersville,18846,Valid,H6,,1930-01-01T00:00:00.000,30.700000,-96.116670,"[-96.11667, 30.7]"
Pleşcoi,51706,Valid,L5-6,,2008-01-01T00:00:00.000,45.275000,26.709720,"[26.70972, 45.275]"
Ploschkovitz,18849,Valid,L5,,1723-01-01T00:00:00.000,50.533330,14.116670,"[14.11667, 50.53333]"
Pnompehn,18851,Valid,L6,,1868-01-01T00:00:00.000,11.583330,104.916670,"[104.91667, 11.58333]"
Dominion Range 03240,32592,Valid,LL5,,2002-01-01T00:00:00.000,,,[]
Pohlitz,18853,Valid,L5,,1819-01-01T00:00:00.000,50.933330,12.133330,"[12.13333, 50.93333]"
Pokhra,18858,Valid,H5,,1866-01-01T00:00:00.000,26.716670,82.666670,"[82.66667, 26.71667]"
Pollen,18860,Valid,CM2,,1942-01-01T00:00:00.000,66.348330,14.015000,"[14.015, 66.34833]"
Pontlyfni,18865,Valid,Winonaite,,1931-01-01T00:00:00.000,53.036390,-4.319440,"[-4.31944, 53.03639]"
Portales Valley,18874,Valid,H6,,1998-01-01T00:00:00.000,34.175000,-103.295000,"[-103.295, 34.175]"
Portugal,18876,Valid,Stone-uncl,,1796-01-01T00:00:00.000,38.500000,-8.000000,"[-8, 38.5]"
Po-wang Chen,18879,Valid,LL,,1933-01-01T00:00:00.000,31.416670,118.500000,"[118.5, 31.41667]"
Prambachkirchen,18883,Valid,L6,,1932-01-01T00:00:00.000,48.302500,13.940830,"[13.94083, 48.3025]"
Pribram,18887,Valid,H5,,1959-01-01T00:00:00.000,49.666670,14.033330,"[14.03333, 49.66667]"
Pricetown,18888,Valid,L6,,1893-01-01T00:00:00.000,39.116670,-83.850000,"[-83.85, 39.11667]"
Puerto Lápice,45984,Valid,Eucrite-br,,2007-01-01T00:00:00.000,39.350000,-3.516670,"[-3.51667, 39.35]"
Pulsora,18899,Valid,H5,,1863-01-01T00:00:00.000,23.366670,75.183330,"[75.18333, 23.36667]"
Pultusk,18901,Valid,H5,,1868-01-01T00:00:00.000,52.766670,21.266670,"[21.26667, 52.76667]"
Punganaru,18902,Valid,Stone-uncl,,1811-01-01T00:00:00.000,13.333330,78.950000,"[78.95, 13.33333]"
Putinga,18905,Valid,L6,,1937-01-01T00:00:00.000,-29.033330,-53.050000,"[-53.05, -29.03333]"
Qidong,18907,Valid,L/LL5,,1982-01-01T00:00:00.000,32.083330,121.500000,"[121.5, 32.08333]"
Qingzhen,18908,Valid,EH3,,1976-01-01T00:00:00.000,26.533330,106.466670,"[106.46667, 26.53333]"
Queen's Mercy,22357,Valid,H6,,1925-01-01T00:00:00.000,-30.116670,28.700000,"[28.7, -30.11667]"
Quenggouk,22358,Valid,H4,,1857-01-01T00:00:00.000,17.766670,95.183330,"[95.18333, 17.76667]"
Quesa,22360,Valid,"Iron, IAB-ung",,1898-01-01T00:00:00.000,39.000000,-0.666670,"[-0.66667, 39]"
Quija,22361,Valid,H,,1990-01-01T00:00:00.000,44.616670,126.133330,"[126.13333, 44.61667]"
Quincay,22363,Valid,L6,,1851-01-01T00:00:00.000,46.600000,0.250000,"[0.25, 46.6]"
Raco,22368,Valid,H5,,1957-01-01T00:00:00.000,-26.666670,-65.450000,"[-65.45, -26.66667]"
Raghunathpura,22371,Valid,"Iron, IIAB",,1986-01-01T00:00:00.000,27.725280,76.465000,"[76.465, 27.72528]"
Rahimyar Khan,31302,Valid,L5,,1983-01-01T00:00:00.000,28.225000,70.200000,"[70.2, 28.225]"
Rakovka,22376,Valid,L6,,1878-01-01T00:00:00.000,52.983330,37.033330,"[37.03333, 52.98333]"
Ramnagar,22384,Valid,L6,,1940-01-01T00:00:00.000,26.450000,82.900000,"[82.9, 26.45]"
Rampurhat,22385,Valid,LL,,1916-01-01T00:00:00.000,24.166670,87.766670,"[87.76667, 24.16667]"
Ramsdorf,22386,Valid,L6,,1958-01-01T00:00:00.000,51.883330,6.933330,"[6.93333, 51.88333]"
Ranchapur,22387,Valid,H4,,1917-01-01T00:00:00.000,23.983330,87.083330,"[87.08333, 23.98333]"
Rancho de la Presa,22390,Valid,H5,,1899-01-01T00:00:00.000,19.866670,-100.816670,"[-100.81667, 19.86667]"
Rangala,22392,Valid,L6,,1937-01-01T00:00:00.000,25.383330,72.016670,"[72.01667, 25.38333]"
Raoyang,22394,Valid,L6,,1919-01-01T00:00:00.000,38.200000,115.700000,"[115.7, 38.2]"
Ras Tanura,22395,Valid,H6,,1961-01-01T00:00:00.000,26.666670,50.150000,"[50.15, 26.66667]"
Rasgrad,22396,Valid,Stone-uncl,,1740-01-01T00:00:00.000,43.500000,26.533330,"[26.53333, 43.5]"
Ratyn,22398,Valid,Stone-uncl,,1880-01-01T00:00:00.000,52.200000,17.983330,"[17.98333, 52.2]"
Red Canyon Lake,53502,Valid,H5,,2007-01-01T00:00:00.000,38.137420,-119.758120,"[-119.75812, 38.13742]"
Reliegos,22584,Valid,L5,,1947-01-01T00:00:00.000,42.475000,-5.333330,"[-5.33333, 42.475]"
Rembang,22585,Valid,"Iron, IVA",,1919-01-01T00:00:00.000,-6.733330,111.366670,"[111.36667, -6.73333]"
Renazzo,22586,Valid,CR2,,1824-01-01T00:00:00.000,44.766670,11.283330,"[11.28333, 44.76667]"
Renca,22587,Valid,L5,,1925-01-01T00:00:00.000,-32.750000,-65.283330,"[-65.28333, -32.75]"
Renqiu,22589,Valid,L6,,1916-01-01T00:00:00.000,38.666670,116.133330,"[116.13333, 38.66667]"
Repeev Khutor,22590,Valid,"Iron, IIF",,1933-01-01T00:00:00.000,48.600000,45.666670,"[45.66667, 48.6]"
Revelstoke,22592,Valid,CI1,,1965-01-01T00:00:00.000,51.333330,-118.950000,"[-118.95, 51.33333]"
Rewari,22593,Valid,L6,,1929-01-01T00:00:00.000,28.200000,76.666670,"[76.66667, 28.2]"
Rich Mountain,22597,Valid,L6,,1903-01-01T00:00:00.000,35.033330,-83.033330,"[-83.03333, 35.03333]"
Uzcudun,24140,Valid,L,,1948-01-01T00:00:00.000,-44.116670,-66.150000,"[-66.15, -44.11667]"
Richardton,22599,Valid,H5,,1918-01-01T00:00:00.000,46.883330,-102.316670,"[-102.31667, 46.88333]"
Richland Springs,22602,Valid,OC,,1980-01-01T00:00:00.000,31.250000,-99.033330,"[-99.03333, 31.25]"
Richmond,22603,Valid,LL5,,1828-01-01T00:00:00.000,37.466670,-77.500000,"[-77.5, 37.46667]"
Rio Negro,22611,Valid,L4,,1934-01-01T00:00:00.000,-26.100000,-49.800000,"[-49.8, -26.1]"
Rivolta de Bassi,22614,Valid,Stone-uncl,,1491-01-01T00:00:00.000,45.483330,9.516670,"[9.51667, 45.48333]"
Rochester,22637,Valid,H6,,1876-01-01T00:00:00.000,41.083330,-86.283330,"[-86.28333, 41.08333]"
Rockhampton,22640,Valid,Stone-uncl,,1895-01-01T00:00:00.000,-23.383330,150.516670,"[150.51667, -23.38333]"
Roda,22641,Valid,Diogenite,,1871-01-01T00:00:00.000,42.300000,0.550000,"[0.55, 42.3]"
Rodach,22642,Valid,Stone-uncl,,1775-01-01T00:00:00.000,50.350000,10.800000,"[10.8, 50.35]"
Rose City,22766,Valid,H5,,1921-01-01T00:00:00.000,44.516670,-83.950000,"[-83.95, 44.51667]"
Rowton,22773,Valid,"Iron, IIIAB",,1876-01-01T00:00:00.000,52.766670,-2.516670,"[-2.51667, 52.76667]"
Ruhobobo,22780,Valid,L6,,1976-01-01T00:00:00.000,-1.450000,29.833330,"[29.83333, -1.45]"
Rumuruti,22782,Valid,R3.8-6,,1934-01-01T00:00:00.000,0.266670,36.533330,"[36.53333, 0.26667]"
Rupota,22783,Valid,L4-6,,1949-01-01T00:00:00.000,-10.266670,38.766670,"[38.76667, -10.26667]"
Ryechki,22791,Valid,L5,,1914-01-01T00:00:00.000,51.133330,34.500000,"[34.5, 51.13333]"
Sabetmahet,22792,Valid,H5,,1855-01-01T00:00:00.000,27.433330,82.083330,"[82.08333, 27.43333]"
Sabrum,22793,Valid,LL6,,1999-01-01T00:00:00.000,23.083330,91.666670,"[91.66667, 23.08333]"
Sagan,22796,Valid,Stone-uncl,,1636-01-01T00:00:00.000,51.533330,14.883330,"[14.88333, 51.53333]"
Saint-Sauveur,23101,Valid,EH5,,1914-01-01T00:00:00.000,43.733330,1.383330,"[1.38333, 43.73333]"
Saint-Séverin,23102,Valid,LL6,,1966-01-01T00:00:00.000,45.300000,0.233330,"[0.23333, 45.3]"
Sakauchi,23103,Valid,Iron,,1913-01-01T00:00:00.000,35.666670,136.300000,"[136.3, 35.66667]"
Salem,23107,Valid,L6,,1981-01-01T00:00:00.000,44.979170,-122.969440,"[-122.96944, 44.97917]"
Salles,23111,Valid,L5,,1798-01-01T00:00:00.000,46.050000,4.633330,"[4.63333, 46.05]"
Salzwedel,23114,Valid,LL5,,1985-01-01T00:00:00.000,52.750000,11.050000,"[11.05, 52.75]"
Samelia,23115,Valid,"Iron, IIIAB",,1921-01-01T00:00:00.000,25.666670,74.866670,"[74.86667, 25.66667]"
San Juan Capistrano,23128,Valid,H6,,1973-01-01T00:00:00.000,33.484720,-117.662500,"[-117.6625, 33.48472]"
San Michele,31315,Valid,L6,,2002-01-01T00:00:00.000,43.666670,13.000000,"[13, 43.66667]"
San Pedro de Quiles,23130,Valid,L6,,1956-01-01T00:00:00.000,-31.016670,-71.400000,"[-71.4, -31.01667]"
San Pedro Jacuaro,34063,Valid,LL6,,1968-01-01T00:00:00.000,19.766670,-100.650000,"[-100.65, 19.76667]"
Santa Barbara,23161,Valid,L4,,1873-01-01T00:00:00.000,-29.200000,-51.866670,"[-51.86667, -29.2]"
Santa Cruz,23164,Valid,CM2,,1939-01-01T00:00:00.000,24.166670,-99.333330,"[-99.33333, 24.16667]"
Santa Isabel,23165,Valid,L6,,1924-01-01T00:00:00.000,-33.900000,-61.700000,"[-61.7, -33.9]"
Santa Lucia (2008),50909,Valid,L6,,2008-01-01T00:00:00.000,-31.535556,-68.489444,"[-68.489444, -31.535556]"
São Jose do Rio Preto,23171,Valid,H4,,1962-01-01T00:00:00.000,-20.810000,-49.380560,"[-49.38056, -20.81]"
Saratov,23176,Valid,L4,,1918-01-01T00:00:00.000,52.550000,46.550000,"[46.55, 52.55]"
Sasagase,23187,Valid,H,,1688-01-01T00:00:00.000,34.716670,137.783330,"[137.78333, 34.71667]"
Sauguis,23188,Valid,L6,,1868-01-01T00:00:00.000,43.150000,-0.850000,"[-0.85, 43.15]"
Savtschenskoje,23190,Valid,LL4,,1894-01-01T00:00:00.000,47.216670,29.866670,"[29.86667, 47.21667]"
Sayama,23192,Valid,CM2,,1986-01-01T00:00:00.000,35.866670,139.400000,"[139.4, 35.86667]"
Sazovice,23455,Valid,L5,,1934-01-01T00:00:00.000,49.233330,17.566670,"[17.56667, 49.23333]"
Schellin,23457,Valid,L,,1715-01-01T00:00:00.000,53.350000,15.050000,"[15.05, 53.35]"
Schenectady,23458,Valid,H5,,1968-01-01T00:00:00.000,42.860830,-73.950280,"[-73.95028, 42.86083]"
Schönenberg,23460,Valid,L6,,1846-01-01T00:00:00.000,48.116670,10.466670,"[10.46667, 48.11667]"
Searsmont,23472,Valid,H5,,1871-01-01T00:00:00.000,44.366670,-69.200000,"[-69.2, 44.36667]"
Sediköy,23473,Valid,L6,,1917-01-01T00:00:00.000,38.300000,27.133330,"[27.13333, 38.3]"
Segowlie,23476,Valid,LL6,,1853-01-01T00:00:00.000,26.750000,84.783330,"[84.78333, 26.75]"
Selakopi,23481,Valid,H5,,1939-01-01T00:00:00.000,-7.233330,107.333330,"[107.33333, -7.23333]"
Seldebourak,23483,Valid,H5,,1947-01-01T00:00:00.000,22.833330,4.983330,"[4.98333, 22.83333]"
Semarkona,23487,Valid,LL3.00,,1940-01-01T00:00:00.000,22.250000,79.000000,"[79, 22.25]"
Sena,23495,Valid,H4,,1773-01-01T00:00:00.000,41.716670,-0.050000,"[-0.05, 41.71667]"
Senboku,23496,Valid,H6,,1993-01-01T00:00:00.000,39.438330,140.511670,"[140.51167, 39.43833]"
Seoni,23500,Valid,H6,,1966-01-01T00:00:00.000,21.683890,79.500830,"[79.50083, 21.68389]"
Seres,23501,Valid,H4,,1818-01-01T00:00:00.000,41.050000,23.566670,"[23.56667, 41.05]"
Serra de Magé,23502,Valid,Eucrite-cm,,1923-01-01T00:00:00.000,-8.383330,-36.766670,"[-36.76667, -8.38333]"
Sete Lagoas,23504,Valid,H4,,1908-01-01T00:00:00.000,-19.466670,-44.216670,"[-44.21667, -19.46667]"
Sevilla,23508,Valid,LL4,,1862-01-01T00:00:00.000,37.416670,-6.000000,"[-6, 37.41667]"
Sevrukovo,23509,Valid,L5,,1874-01-01T00:00:00.000,50.616670,36.600000,"[36.6, 50.61667]"
Sfax,23512,Valid,L6,,1989-01-01T00:00:00.000,34.750000,10.716670,"[10.71667, 34.75]"
Shalka,23521,Valid,Diogenite,,1850-01-01T00:00:00.000,23.100000,87.300000,"[87.3, 23.1]"
Sharps,23525,Valid,H3.4,,1921-01-01T00:00:00.000,37.833330,-76.700000,"[-76.7, 37.83333]"
Shelburne,23529,Valid,L5,,1904-01-01T00:00:00.000,44.050000,-80.166670,"[-80.16667, 44.05]"
Shergotty,23530,Valid,Martian (shergottite),,1865-01-01T00:00:00.000,24.550000,84.833330,"[84.83333, 24.55]"
Sheyang,23531,Valid,L6,,1976-01-01T00:00:00.000,33.650000,120.066670,"[120.06667, 33.65]"
Shikarpur,23534,Valid,L6,,1921-01-01T00:00:00.000,25.850000,87.577500,"[87.5775, 25.85]"
Shuangyang,23582,Valid,H5,,1971-01-01T00:00:00.000,43.500000,125.666670,"[125.66667, 43.5]"
Shupiyan,23583,Valid,H6,,1912-01-01T00:00:00.000,33.716670,74.833330,"[74.83333, 33.71667]"
Shytal,23584,Valid,L6,,1863-01-01T00:00:00.000,24.333330,90.166670,"[90.16667, 24.33333]"
Siena,23586,Valid,LL5,,1794-01-01T00:00:00.000,43.116670,11.600000,"[11.6, 43.11667]"
Sikhote-Alin,23593,Valid,"Iron, IIAB",,1947-01-01T00:00:00.000,46.160000,134.653330,"[134.65333, 46.16]"
Silao,23594,Valid,H5,,1995-01-01T00:00:00.000,20.933330,-101.383330,"[-101.38333, 20.93333]"
Silistra,55584,Valid,Achondrite-ung,,1917-01-01T00:00:00.000,44.116670,27.266670,"[27.26667, 44.11667]"
Simmern,23603,Valid,H5,,1920-01-01T00:00:00.000,49.983330,7.533330,"[7.53333, 49.98333]"
Sinai,23606,Valid,L6,,1916-01-01T00:00:00.000,30.900000,32.483330,"[32.48333, 30.9]"
Sindhri,23611,Valid,H5,,1901-01-01T00:00:00.000,26.216670,69.550000,"[69.55, 26.21667]"
Sinnai,23613,Valid,H6,,1956-01-01T00:00:00.000,39.300000,9.200000,"[9.2, 39.3]"
Sioux County,23614,Valid,Eucrite-mmict,,1933-01-01T00:00:00.000,42.583330,-103.666670,"[-103.66667, 42.58333]"
Sitathali,23616,Valid,H5,,1875-01-01T00:00:00.000,20.916670,82.583330,"[82.58333, 20.91667]"
Sivas,23617,Valid,H6,,1989-01-01T00:00:00.000,39.824670,36.135830,"[36.13583, 39.82467]"
Sixiangkou,23619,Valid,L5,,1989-01-01T00:00:00.000,32.433330,119.866670,"[119.86667, 32.43333]"
Ski,23621,Valid,L6,,1848-01-01T00:00:00.000,59.733330,10.866670,"[10.86667, 59.73333]"
Slavetic,23626,Valid,H5,,1868-01-01T00:00:00.000,45.683330,15.600000,"[15.6, 45.68333]"
Slobodka,23645,Valid,L4,,1818-01-01T00:00:00.000,55.000000,35.000000,"[35, 55]"
Soheria,23660,Valid,OC,,1960-01-01T00:00:00.000,27.133330,84.066670,"[84.06667, 27.13333]"
Soko-Banja,23661,Valid,LL4,,1877-01-01T00:00:00.000,43.666670,21.866670,"[21.86667, 43.66667]"
Sologne,23663,Valid,H5,,1860-01-01T00:00:00.000,47.366670,1.733330,"[1.73333, 47.36667]"
Sołtmany,53829,Valid,L6,,2011-01-01T00:00:00.000,54.008830,22.005000,"[22.005, 54.00883]"
Sone,23667,Valid,H5,,1866-01-01T00:00:00.000,35.166670,135.333330,"[135.33333, 35.16667]"
Songyuan,23668,Valid,L6,,1993-01-01T00:00:00.000,45.250000,125.000000,"[125, 45.25]"
Sopot,23670,Valid,OC,,1927-01-01T00:00:00.000,44.416670,23.500000,"[23.5, 44.41667]"
Soroti,23671,Valid,"Iron, ungrouped",,1945-01-01T00:00:00.000,1.700000,33.633330,"[33.63333, 1.7]"
St. Caprais-de-Quinsac,23081,Valid,L6,,1883-01-01T00:00:00.000,44.750000,0.050000,"[0.05, 44.75]"
St. Christophe-la-Chartreuse,23082,Valid,L6,,1841-01-01T00:00:00.000,46.950000,-1.500000,"[-1.5, 46.95]"
St. Denis Westrem,23083,Valid,L6,,1855-01-01T00:00:00.000,51.050000,3.750000,"[3.75, 51.05]"
St. Germain-du-Pinel,23087,Valid,H6,,1890-01-01T00:00:00.000,48.016670,-1.150000,"[-1.15, 48.01667]"
St. Louis,23089,Valid,H4,,1950-01-01T00:00:00.000,38.700000,-90.233330,"[-90.23333, 38.7]"
St. Mark's,23090,Valid,EH5,,1903-01-01T00:00:00.000,-32.016670,27.416670,"[27.41667, -32.01667]"
St. Mary's County,23091,Valid,LL3.3,,1919-01-01T00:00:00.000,38.166670,-76.383330,"[-76.38333, 38.16667]"
St. Mesmin,23092,Valid,LL6,,1866-01-01T00:00:00.000,48.450000,3.933330,"[3.93333, 48.45]"
St. Michel,23093,Valid,L6,,1910-01-01T00:00:00.000,61.650000,27.200000,"[27.2, 61.65]"
St.-Chinian,23097,Valid,L6,,1959-01-01T00:00:00.000,43.433330,2.950000,"[2.95, 43.43333]"
Ställdalen,23712,Valid,H5,,1876-01-01T00:00:00.000,59.933330,14.950000,"[14.95, 59.93333]"
Stannern,23713,Valid,Eucrite-mmict,,1808-01-01T00:00:00.000,49.283330,15.566670,"[15.56667, 49.28333]"
Stavropol,23717,Valid,L6,,1857-01-01T00:00:00.000,45.050000,41.983330,"[41.98333, 45.05]"
Ste. Marguerite,23099,Valid,H4,,1962-01-01T00:00:00.000,50.766670,3.000000,"[3, 50.76667]"
Sterlitamak,23724,Valid,"Iron, IIIAB",,1990-01-01T00:00:00.000,53.666670,55.983330,"[55.98333, 53.66667]"
Stolzenau,23726,Valid,Stone-uncl,,1647-01-01T00:00:00.000,52.533330,9.050000,"[9.05, 52.53333]"
Stratford,23728,Valid,L6,,1974-01-01T00:00:00.000,41.200000,-73.133330,"[-73.13333, 41.2]"
Strathmore,23729,Valid,L6,,1917-01-01T00:00:00.000,56.583330,-3.250000,"[-3.25, 56.58333]"
Stretchleigh,23732,Valid,Stone-uncl,,1623-01-01T00:00:00.000,50.383330,-3.950000,"[-3.95, 50.38333]"
St-Robert,23733,Valid,H5,,1994-01-01T00:00:00.000,45.968610,-72.978060,"[-72.97806, 45.96861]"
Success,23736,Valid,L6,,1924-01-01T00:00:00.000,36.483330,-90.666670,"[-90.66667, 36.48333]"
Suchy Dul,23737,Valid,L6,,1969-01-01T00:00:00.000,50.538060,16.263330,"[16.26333, 50.53806]"
Suizhou,23738,Valid,L6,,1986-01-01T00:00:00.000,31.616670,113.466670,"[113.46667, 31.61667]"
Sulagiri,48951,Valid,LL6,,2008-01-01T00:00:00.000,12.666670,78.033330,"[78.03333, 12.66667]"
Sultanpur,23741,Valid,L/LL6,,1916-01-01T00:00:00.000,25.933330,84.283330,"[84.28333, 25.93333]"
Sungach,23745,Valid,H5,,1935-01-01T00:00:00.000,44.866670,133.166670,"[133.16667, 44.86667]"
Supuhee,23760,Valid,H6,,1865-01-01T00:00:00.000,26.716670,84.216670,"[84.21667, 26.71667]"
Sutter's Mill,55529,Valid,C,,2012-01-01T00:00:00.000,38.803890,-120.908060,"[-120.90806, 38.80389]"
Sylacauga,23773,Valid,H4,,1954-01-01T00:00:00.000,33.188360,-86.294500,"[-86.2945, 33.18836]"
Tabor,23776,Valid,H5,,1753-01-01T00:00:00.000,49.400000,14.650000,"[14.65, 49.4]"
Tadjera,23778,Valid,L5,,1867-01-01T00:00:00.000,36.183330,5.416670,"[5.41667, 36.18333]"
Tagish Lake,23782,Valid,C2-ung,,2000-01-01T00:00:00.000,59.704440,-134.201390,"[-134.20139, 59.70444]"
Tahara,23784,Valid,H4/5,,1991-01-01T00:00:00.000,34.720000,137.305000,"[137.305, 34.72]"
Takenouchi,23789,Valid,H5,,1880-01-01T00:00:00.000,35.383330,134.900000,"[134.9, 35.38333]"
Talampaya,23791,Valid,Eucrite-cm,,1995-01-01T00:00:00.000,,,[]
Tambakwatu,23795,Valid,L6,,1975-01-01T00:00:00.000,-7.750000,112.766670,"[112.76667, -7.75]"
Tamdakht,48691,Valid,H5,,2008-01-01T00:00:00.000,31.163330,-7.015000,"[-7.015, 31.16333]"
Tané,23801,Valid,L5,,1918-01-01T00:00:00.000,35.433330,136.233330,"[136.23333, 35.43333]"
Taonan,23873,Valid,L5,,1965-01-01T00:00:00.000,45.400000,122.900000,"[122.9, 45.4]"
Tatahouine,23884,Valid,Diogenite,,1931-01-01T00:00:00.000,32.950000,10.416670,"[10.41667, 32.95]"
Tathlith,23885,Valid,L6,,1967-01-01T00:00:00.000,19.383330,43.733330,"[43.73333, 19.38333]"
Tauk,23887,Valid,L6,,1929-01-01T00:00:00.000,35.133330,44.450000,"[44.45, 35.13333]"
Tauti,23888,Valid,L6,,1937-01-01T00:00:00.000,46.716670,23.500000,"[23.5, 46.71667]"
Tenham,23897,Valid,L6,,1879-01-01T00:00:00.000,-25.733330,142.950000,"[142.95, -25.73333]"
Tennasilm,23898,Valid,L4,,1872-01-01T00:00:00.000,58.033330,26.950000,"[26.95, 58.03333]"
Thal,23908,Valid,H6,,1950-01-01T00:00:00.000,33.400000,70.600000,"[70.6, 33.4]"
Thika,54493,Valid,L6,,2011-01-01T00:00:00.000,-1.002780,37.150280,"[37.15028, -1.00278]"
Thuathe,23976,Valid,H4/5,,2002-01-01T00:00:00.000,-29.333330,27.583330,"[27.58333, -29.33333]"
Tianzhang,23984,Valid,H5,,1986-01-01T00:00:00.000,32.946670,118.990000,"[118.99, 32.94667]"
Tieschitz,23989,Valid,H/L3.6,,1878-01-01T00:00:00.000,49.600000,17.116670,"[17.11667, 49.6]"
Tilden,23998,Valid,L6,,1927-01-01T00:00:00.000,38.200000,-89.683330,"[-89.68333, 38.2]"
Tillaberi,23999,Valid,L6,,1970-01-01T00:00:00.000,14.250000,1.533330,"[1.53333, 14.25]"
Timochin,24004,Valid,H5,,1807-01-01T00:00:00.000,54.500000,35.200000,"[35.2, 54.5]"
Tirupati,24009,Valid,H6,,1934-01-01T00:00:00.000,13.633330,79.416670,"[79.41667, 13.63333]"
Tissint,54823,Valid,Martian (shergottite),,2011-01-01T00:00:00.000,29.481950,-7.611230,"[-7.61123, 29.48195]"
Tjabe,24011,Valid,H6,,1869-01-01T00:00:00.000,-7.083330,111.533330,"[111.53333, -7.08333]"
Tjerebon,24012,Valid,L5,,1922-01-01T00:00:00.000,-6.666670,106.583330,"[106.58333, -6.66667]"
Tomakovka,24019,Valid,LL6,,1905-01-01T00:00:00.000,47.850000,34.766670,"[34.76667, 47.85]"
